atr_at_entry,atr_bucket,atr_pct_at_entry,direction,entry_notional,entry_ref_close,entry_step,entry_time,exit_step,exit_time,is_oos,is_top20_winner,is_worst20_loser,mae,mfe,pnl,realized_vol_20d_at_entry,realized_vol_bucket,trade_id,trade_return,win
0.24279513888888898,Q2,0.0014015767412624198,1,10000.0,173.23,1982,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,False,False,False,-0.008864739647402198,0.07206430218462878,-52.4497206046708,nan,missing,0,-0.00524497206046708,False
0.29173611111111153,Q3,0.0016918122889765224,-1,9947.55027939533,172.44,2899,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,False,False,False,-0.03868490023232418,0.02563277966303512,-218.8229585764857,nan,missing,1,-0.021997673038128846,False
0.2702430555555552,Q3,0.001534425707219823,1,9726.737810762965,176.12,4027,2019-10-07 12:25:00,5104,2019-10-11 06:10:00,False,False,False,-0.0016198884860872953,0.11560940666493758,528.8814636934749,nan,missing,2,0.05437398169695184,True
0.39267361111111126,Q4,0.0021144451624097314,-1,10255.61927445644,185.71,5104,2019-10-11 06:10:00,6094,2019-10-14 16:40:00,False,False,False,-0.009192417218302218,0.04333061797752813,20.200317302334952,nan,missing,3,0.0019696828403768523,True
0.28331597222222193,Q3,0.0015295361022632508,1,10273.768467903883,185.23,6094,2019-10-14 16:40:00,6611,2019-10-16 11:45:00,False,False,False,-0.049297042539579006,0.01598589137603912,-474.10192523146,0.9541072443736248,Q4,4,-0.04614683761976866,False
0.3144965277777777,Q3,0.0017760138230052953,-1,9799.666542672423,177.08,6611,2019-10-16 11:45:00,7835,2019-10-20 17:45:00,False,False,False,-0.011338502861680366,0.048770279886148016,72.55769383132247,0.7537111997018238,Q3,5,0.0074040982430750735,True
0.27111111111111014,Q3,0.001544968720715239,1,9870.26430319521,175.48,7835,2019-10-20 17:45:00,8379,2019-10-22 15:05:00,False,False,False,-0.024864580411173898,0.013357036887973406,-242.7653158399753,0.6183421229038473,Q2,6,-0.024595624634021918,False
0.2468055555555551,Q2,0.001440863772290006,-1,9627.498987355235,171.29,8379,2019-10-22 15:05:00,9191,2019-10-25 10:45:00,False,False,False,-0.012750700017440275,0.11643464546402504,405.93351207319574,0.5883898711133508,Q2,7,0.042163963102603196,True
0.3165104166666668,Q3,0.00192829545916088,1,10031.50699963096,164.14,9191,2019-10-25 10:45:00,10628,2019-10-30 10:30:00,False,False,False,-0.00019996000799826774,0.20049138602636063,1124.774948054297,0.6099770234053994,Q2,8,0.11212422501381651,True
0.43277777777777826,Q4,0.0023702162099664727,-1,11156.281947685256,182.59,10628,2019-10-30 10:30:00,11330,2019-11-01 21:00:00,False,False,False,-0.01449722005302534,0.026792744248832934,-103.48484822953833,0.7331641839612162,Q3,9,-0.009275926219398723,False
0.2976562500000003,Q3,0.0016158528310080901,1,11050.56584306618,184.21,11330,2019-11-01 21:00:00,11781,2019-11-03 10:35:00,False,False,False,-0.017622239625686542,0.006747241833322759,-189.85912797185483,0.718876287204222,Q3,10,-0.017180941742542928,False
0.16980902777777784,Q1,0.0009371876360603667,-1,10860.706715094326,181.19,11781,2019-11-03 10:35:00,12405,2019-11-05 14:35:00,False,False,False,-0.05269687968169268,0.011580087111905168,-456.48052923888827,0.7167369904042611,Q3,11,-0.04203046276946847,False
0.1820659722222223,Q1,0.0009659184690021873,1,10402.054044512419,188.49,12405,2019-11-05 14:35:00,12871,2019-11-07 05:25:00,False,False,False,-0.006609953376250921,0.02845959711782542,-44.11552014380868,0.7077046582878924,Q3,12,-0.004241039313488448,False
0.2394791666666676,Q2,0.0012749103847245933,-1,10357.93852436861,187.84,12871,2019-11-07 05:25:00,13737,2019-11-10 05:35:00,False,False,False,-0.010516863049343073,0.034791899625798095,47.644783237674346,0.7127115303035224,Q3,13,0.004599832594640605,True
0.17279513888888928,Q1,0.0009244336555151364,1,10403.511719901411,186.92,13737,2019-11-10 05:35:00,14236,2019-11-11 23:10:00,False,False,False,-0.015960407362793694,0.022131792515067472,-147.18908353427105,0.7004938063953702,Q3,14,-0.014148019197470168,False
0.17637152777777831,Q1,0.0009572403135836001,-1,10256.32263636714,184.25,14236,2019-11-11 23:10:00,14247,2019-11-12 00:05:00,False,False,False,-0.0012292753178020366,0.0019706469821971773,4.788244033688898,0.7018709409577225,Q3,15,0.0004668577816293157,True
0.19793402777777752,Q1,0.001084688885235519,-1,10259.059615873555,182.48,15687,2019-11-17 00:05:00,30375,2020-01-07 00:05:00,False,False,False,-0.019513793592006,0.565886605378469,2119.0179211623936,0.49603559267109304,Q1,16,0.2065508926260353,True
0.19347222222222266,Q2,0.0013504028911999904,-1,12376.025725112773,143.27,30663,2020-01-08 00:05:00,31527,2020-01-11 00:05:00,False,False,False,-0.028956226330542734,0.05923202301054653,-11.845984554431197,0.5578930721712766,Q2,17,-0.0009571719401321181,False
0.7055902777777784,Q5,0.0035223156837948205,-1,12361.704535413319,200.32,48807,2020-03-11 00:05:00,55344,2020-04-02 16:50:00,False,False,False,-0.24359680709205955,2.122065320701972,3600.431091184704,1.0303001262174467,Q5,18,0.29125684737653557,True
0.25859375000000007,Q2,0.001519262969273251,1,15959.66328569094,170.21,57447,2020-04-10 00:05:00,57493,2020-04-10 03:55:00,False,False,False,-0.03636294017792174,0.0038181488997708346,-533.9592270444609,1.0415058964135526,Q5,19,-0.033456797771115654,False
0.23833333333333323,Q2,0.0014573396926338097,-1,15425.70405864648,163.54,57493,2020-04-10 03:55:00,58193,2020-04-12 14:15:00,False,False,False,-0.00527223425989054,0.07472261920399315,308.74608281948167,1.0305297909616022,Q5,20,0.020015039938901334,True
0.2142187499999998,Q2,0.001336695058030699,1,15731.365000654232,160.26,58193,2020-04-12 14:15:00,59163,2020-04-15 23:05:00,False,False,False,-0.06810878827166023,0.028173333710978632,-690.0384291273622,0.9234024604393061,Q4,21,-0.043863862360237975,False
0.17748263888888907,Q2,0.0011575961315476722,-1,15041.32657152687,153.32,59163,2020-04-15 23:05:00,59905,2020-04-18 12:55:00,False,False,False,-0.17244150172753892,0.03160478848611192,-2558.0434859063516,0.8899760059588907,Q4,22,-0.17006767812280008,False
0.305381944444444,Q3,0.0017492378533878106,1,12480.274820306213,174.58,60992,2020-04-22 07:30:00,95701,2020-08-21 21:15:00,False,False,False,-0.0036841808969101386,1.5474795351715764,15339.936809933251,0.9609194803263307,Q4,23,1.2291345367630995,True
0.8547743055555546,Q4,0.0023140784708309994,1,27820.211630239464,369.38,101495,2020-09-11 00:05:00,105239,2020-09-24 00:05:00,False,False,False,-0.1535357417474984,0.06382265472287552,-3981.593289927441,1.1217200241529268,Q5,24,-0.14311872759442304,False
0.30069444444444365,Q1,0.0008251994962662083,1,23838.618340312023,364.39,109847,2020-10-10 00:05:00,136783,2021-01-11 16:15:00,False,False,False,-0.9260948335985763,2.6903860535454647,37135.162257610704,0.6364014580410021,Q2,25,1.5577732621698848,True
7.7455729166666645,Q5,0.0049127709382518715,1,60973.78059792273,1576.62,150989,2021-03-02 00:05:00,172818,2021-05-16 19:10:00,False,False,False,-0.08550466334787987,1.7743940625937813,71695.46912793307,1.3869752187539166,Q5,26,1.1758409668036167,True
22.971545138888878,Q5,0.00799716798106462,1,132669.2497258558,2872.46,175757,2021-05-27 00:05:00,176621,2021-05-30 00:05:00,False,False,False,-0.2316375084086868,-6.0657282344833696e-05,-28440.157623351377,2.6957387576550027,Q5,27,-0.21436887358690399,False
12.138697916666672,Q5,0.004272203735118421,1,104229.09210250442,2841.32,178061,2021-06-04 00:05:00,178925,2021-06-07 00:05:00,False,False,False,-0.10473120673744107,-0.00019996000799848979,-5171.469001386868,2.6612584316848573,Q5,28,-0.049616368108636795,False
8.654652777777777,Q5,0.0048083007087890576,-1,99057.62310111756,1799.94,184304,2021-06-26 00:05:00,184880,2021-06-28 00:05:00,False,False,False,-0.1044087890231975,0.05026720372526183,-9946.49670065318,1.159141521088045,Q5,29,-0.10041121913958953,False
