config_id,overlay_family,baseline_tier,base_size,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,event_trade_count,logical_trade_count,partial_close_count,stop_trigger_count,stop_counts_json,event_pnl,logical_pnl,pnl_mismatch_abs,top20_loss_contribution,top50_loss_contribution,max_single_loss,git_commit,checkpoint,data_file,oos_start,oos_end,mc_seed,mc_sims,mc_block_bars,commission,slippage,script_version,baseline_big_winner_count,damaged_winner_count,damaged_winner_share,mc_return_p5,mc_return_p50,mc_return_p95,mc_dd_p5,mc_dd_p50,mc_dd_p95,mc_loss_probability,mc_dd30_probability
combo_conservative,combo,safe,0.4,0.9322085960089244,0.3866050303101216,1.6021713125717096,-0.13577620562502882,0.3904109589041096,292,254,38,75,"{""adverse_stop"": 75}",9431.828726462732,9431.828726462732,0.0,0.3199349737363252,0.6527875324173281,-420.8063618220581,845a3f4,checkpoints/channel_breakout_375_432.pt,data\crypto\ETHUSDT_5m_2600d.parquet,2024-06-06 14:25:00,2026-06-12 02:55:00,2202,2000,288,0.0002,0.0002,2026-06-17.risk_overlay.v1,21,1,0.047619047619047616,0.1216194239613529,0.8288187566798324,2.136418342254016,-0.29432553756343083,-0.1747024613556738,-0.10866952432619907,0.0235,0.043
combo_balanced,combo,balanced,0.425,1.0267263530231516,0.4198597027531019,1.6494864810823693,-0.1418333436692808,0.3904109589041096,292,254,38,75,"{""adverse_stop"": 75}",10385.76800717905,10385.768007179053,3.637978807091713e-12,0.3231717519044621,0.6526879194619294,-468.842295144098,845a3f4,checkpoints/channel_breakout_375_432.pt,data\crypto\ETHUSDT_5m_2600d.parquet,2024-06-06 14:25:00,2026-06-12 02:55:00,2202,2000,288,0.0002,0.0002,2026-06-17.risk_overlay.v1,21,1,0.047619047619047616,0.13911598642151918,0.9142922322877697,2.375543971059624,-0.3046816002513003,-0.18097953186928356,-0.11272377133045128,0.0215,0.0555
combo_full,combo,balanced,0.425,0.9325899774703867,0.3867408405718693,1.5691617394429516,-0.1385727487962459,0.3605015673981191,319,258,61,102,"{""adverse_stop"": 75, ""time_in_loss_stop"": 27}",9441.9696488165,9441.969648816495,3.637978807091713e-12,0.3207285936958574,0.6464980371541885,-449.2961368524843,845a3f4,checkpoints/channel_breakout_375_432.pt,data\crypto\ETHUSDT_5m_2600d.parquet,2024-06-06 14:25:00,2026-06-12 02:55:00,2202,2000,288,0.0002,0.0002,2026-06-17.risk_overlay.v1,21,1,0.047619047619047616,0.10249225959331211,0.8119422962240561,2.1379038695860832,-0.30442333050096504,-0.18191090664423737,-0.11271317908802173,0.03,0.055
