active_bar_share,active_bars,anchor_dd,avg_active_size,avg_exposure_including_flat,bars,baseline_is_anchor,baseline_return,baseline_same_window_dd,end,max_active_size,median_active_size,min_active_size,pct_active_at_100,pct_active_at_clip_min,pct_active_lt_50,pct_active_lt_75,realized_vol_avg,realized_vol_median,realized_vol_pct_avg,realized_vol_pct_max,realized_vol_pct_median,realized_vol_pct_min,start,v1_is_anchor,v1_return,v1_same_window_dd,window
0.6774349770674871,71340,,0.8547894491297012,0.5790642708687092,105309,True,-0.23478767887578278,,2022-05-08,1.0,0.9236120780669346,0.4,0.2464676198486123,0.024222035323801513,0.024222035323801513,0.09509391645640594,,,,,,,2021-05-08,False,0.012141740756246744,,baseline_worst_rolling12
0.8067735136058943,84971,,0.9570336710130415,0.7721094174023391,105322,False,-0.13788524460085838,,2023-07-18,1.0,1.0,0.6545213249368457,0.7540101917124666,0.0,0.0,0.08598227630603382,,,,,,,2022-07-18,True,0.000123531383375175,,v1_worst_rolling12
0.31364961062538815,6565,-0.4708584659519255,0.6406491095236707,0.20093934374960096,20931,,-0.4708584659519255,-0.4708584659519255,2021-07-22,0.834698122622123,0.5730544130359073,0.4,0.0,0.2632140137090632,0.2632140137090632,0.6053313023610053,1.5800819723505324,1.2071263349214856,0.9153539687762652,1.0,0.9235059442386719,0.6794694592070731,2021-05-11,,-0.3064686846461966,-0.3064686846461966,baseline_maxdd_window
0.6942912581699346,13597,-0.40772905238602253,0.9606301879131173,0.6669571418022189,19584,,-0.43293338005511206,-0.43293338005511206,2022-05-04,1.0,1.0,0.7786382196734519,0.784805471795249,0.0,0.0,0.0,0.7416190373853364,0.6274949763310285,0.5046077095598932,0.8386930956589781,0.3635145400390095,0.28611592621890447,2022-02-26,,-0.40772905238602253,-0.40772905238602253,v1_maxdd_window
