also_inside_bb,attribution_only,bar,bars_held_at_signal,base_trade_entry_notional,base_trade_pnl,baseline_realized_return,bb_lower_prev,bb_upper_prev,direction,donchian_lower_prev,donchian_upper_prev,entry_bar,entry_price,entry_time,exit_bar,exit_time,giveback_capture_ratio,is_top20,is_worst20,lead_time_bars,life_mfe,position,post_return_12,post_return_144,post_return_24,post_return_288,post_return_6,post_return_72,regime,signal_close,signal_mfe_capture_ratio,signal_return_from_entry,signal_vs_baseline_return_delta,time,tol,tol_bp
False,True,2185,203,10000.0,-52.4497206046708,-0.00524497206046708,165.58596167346124,180.0674783265388,long,165.61,183.98,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.8707350536957578,False,False,714,0.07206430218462878,1,-0.0076688784945068145,-0.030512346350484165,-0.0068530403567933496,-0.04497987599260311,0.0009246165560752306,-0.02300663548352022,NEUTRAL,183.86,0.8613269138649368,0.06207092300051653,0.06731589506098361,2019-10-01 02:55:00,0.0,0
False,True,2188,206,10000.0,-52.4497206046708,-0.00524497206046708,165.62332517790412,180.31891482209585,long,165.61,184.92,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.9364883211799976,False,False,711,0.07206430218462878,1,-0.010663635379452141,-0.042329760744830636,-0.011637977698386925,-0.052181444191837234,-0.008931471256901635,-0.031178954205911102,NEUTRAL,184.74,0.9318658247313284,0.06715426038896677,0.07239923244943385,2019-10-01 03:10:00,0.0,0
False,True,2190,208,10000.0,-52.4497206046708,-0.00524497206046708,165.6330126909963,180.50186730900364,long,165.61,185.59,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.8879205667882291,False,False,709,0.07206430218462878,1,-0.004617306752132122,-0.03726438155250156,-0.011081536205116982,-0.045140963659079825,-0.005432125590743686,-0.03563474387527843,NEUTRAL,184.09,0.8797632201141067,0.06339952254522507,0.06864449460569215,2019-10-01 03:20:00,0.0,0
False,True,2190,208,10000.0,-52.4497206046708,-0.00524497206046708,165.6330126909963,180.50186730900364,long,165.61,185.59,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.8879205667882291,False,False,709,0.07206430218462878,1,-0.004617306752132122,-0.03726438155250156,-0.011081536205116982,-0.045140963659079825,-0.005432125590743686,-0.03563474387527843,NEUTRAL,184.09,0.8797632201141067,0.06339952254522507,0.06864449460569215,2019-10-01 03:20:00,0.005,50
False,True,2718,736,10000.0,-52.4497206046708,-0.00524497206046708,174.68666298496584,177.94437701503415,long,173.45,181.01,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.6308850666225657,False,False,181,0.07206430218462878,1,-0.008192637697204685,-0.026293938555217222,-0.008081926376972137,-0.028840298920564722,-0.00027677830058125963,-0.007639081096042055,NEUTRAL,180.65,0.6040202049091229,0.04352829457219243,0.048773266632659504,2019-10-02 23:20:00,0.0,0
False,True,2727,745,10000.0,-52.4497206046708,-0.00524497206046708,174.55313916403375,178.1678208359663,long,173.45,181.01,1982,173.114616,2019-09-30 10:00:00,2899,2019-10-03 14:25:00,0.5726037613524457,False,False,172,0.07206430218462878,1,-0.0005003613721020761,-0.020792794796241743,-0.0026129982765330517,-0.031022405070328607,-0.0038916995607940486,-0.011452715850336359,NEUTRAL,179.87,0.5414970793684594,0.03902260915970257,0.04426758122016965,2019-10-03 00:05:00,0.005,50
False,True,2899,0,9947.55027939533,-218.8229585764857,-0.021997673038128846,175.11233182507604,179.34718817492396,short,172.23,181.01,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.35088178356905286,False,False,1128,0.02499216110414937,-1,0.00335939762525328,-0.0010380024220056905,-0.0017288076989570023,-0.010849083537943227,0.009087202190248833,0.0051642102820006475,NEUTRAL,173.23,-0.22046097581203244,-0.005509796224672292,0.016487876813456554,2019-10-03 14:25:00,0.0,0
False,True,2899,0,9947.55027939533,-218.8229585764857,-0.021997673038128846,175.11233182507604,179.34718817492396,short,172.23,181.01,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.35088178356905286,False,False,1128,0.02499216110414937,-1,0.00335939762525328,-0.0010380024220056905,-0.0017288076989570023,-0.010849083537943227,0.009087202190248833,0.0051642102820006475,NEUTRAL,173.23,-0.22046097581203244,-0.005509796224672292,0.016487876813456554,2019-10-03 14:25:00,0.005,50
False,True,2903,4,9947.55027939533,-218.8229585764857,-0.021997673038128846,174.93841177179442,179.44686822820555,short,169.99,181.01,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.6018327513849554,False,False,1124,0.02499216110414937,-1,-0.006441878010562396,-0.009832272990167867,-0.017277997818724633,-0.021714285714285797,-0.008168704014831274,-0.007133329467030158,NEUTRAL,171.2,0.2513727446242384,0.006282348130841164,0.02828002116897001,2019-10-03 14:45:00,0.0,0
False,True,2903,4,9947.55027939533,-218.8229585764857,-0.021997673038128846,174.93841177179442,179.44686822820555,short,169.99,181.01,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.6018327513849554,False,False,1124,0.02499216110414937,-1,-0.006441878010562396,-0.009832272990167867,-0.017277997818724633,-0.021714285714285797,-0.008168704014831274,-0.007133329467030158,NEUTRAL,171.2,0.2513727446242384,0.006282348130841164,0.02828002116897001,2019-10-03 14:45:00,0.005,50
False,True,3464,565,9947.55027939533,-218.8229585764857,-0.021997673038128846,173.19981528876804,177.23890471123195,short,172.33,178.94,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.4429095999377453,False,False,563,0.02499216110414937,-1,-0.010101010101010166,-0.018940902110232694,-0.006508841656586717,-0.0030057803468208633,-0.007423605915865883,-0.013892859184723605,NEUTRAL,172.48,-0.047431848414044755,-0.0011854243970313982,0.020812248641097448,2019-10-05 13:30:00,0.0,0
True,True,3468,569,9947.55027939533,-218.8229585764857,-0.021997673038128846,173.18468467886916,177.24518198779757,short,172.33,178.94,2899,172.275538,2019-10-03 14:25:00,4027,2019-10-07 12:25:00,0.3118586664229668,False,False,559,0.02499216110414937,-1,-0.00040317935721689846,-0.008058984910836786,-0.008512340036562982,0.01165840862722245,-0.00011522728582114006,-0.007151029748283744,NEUTRAL,173.55,-0.2938315736874133,-0.007343486027081569,0.014654187011047277,2019-10-05 13:50:00,0.005,50
