bar,bars_held,base_trade_entry_bar,base_trade_exit_bar,base_trade_pnl,base_trade_top20_winner,base_trade_winner,base_trade_worst20_loser,close,current_return,entry_bar,entry_price,lower_shadow_ratio_2h,macd_hist_2h,macd_hist_4h,oi_change_2h,oi_change_4h,reasons,side,time,upper_shadow_ratio_2h,variant,volume_ratio_1h,volume_ratio_2h
642971,263,642708,649044,291923.0081585888,True,True,False,3232.88,0.11433438729553846,642708,3602.5093540000003,0.8351573545583078,-31.242933817337416,-41.197616239467294,-0.011050013141845061,0.05740102214316334,2h_lower_wick+oi_flush,short,2025-11-04 22:00:00,0.10017280201078747,2h_wick_r60_v1p5_oi0,7.4059504300030445,7.294452948588924
649379,335,649044,650032,20773.49107296276,False,True,False,3030.4,0.025328361289281398,649044,2955.54099,0.0,7.178234322665425,15.308834861572151,-0.004999220805500193,0.008694286386271344,2h_upper_wick+oi_flush,long,2025-11-27 04:00:00,0.7119372787051117,2h_wick_r60_v1p5_oi0,2.33831977831347,2.117644009664479
651443,502,650941,651829,143916.03504271363,True,True,False,3187.83,0.11463683342229225,650941,2859.97188,0.1197786998616866,8.528504079664529,32.716777930117686,-0.017318593551806316,-0.028489800134231524,2h_upper_wick+oi_flush,long,2025-12-04 08:00:00,0.8060857538036007,2h_wick_r60_v1p5_oi0,2.006341123039822,1.7177561016119918
651875,46,651829,652419,-10651.215894440655,False,False,False,3041.83,0.007570083140741035,651829,3064.856906,0.7510964912280708,-21.284582637274944,-12.302907750099266,-0.010637579136234865,-0.00555257228130368,2h_lower_wick+oi_flush,short,2025-12-05 20:00:00,0.2057291666666646,2h_wick_r60_v1p5_oi0,3.793992755825318,2.2760505461002736
653147,728,652419,653371,140704.73586541507,True,True,False,3314.29,0.07609058965781101,652419,3079.935864,0.19384506544039695,12.236554184608508,23.60066379153809,-0.016202202466718663,-0.02617295838975342,2h_upper_wick+oi_flush,long,2025-12-10 06:00:00,0.7403608065086611,2h_wick_r60_v1p5_oi0,2.8885038430536256,2.912267928649436
654515,1144,653371,654541,108124.89278371586,True,True,False,3075.05,0.06744715630640141,653371,3282.453378,0.7704805883359045,0.6387903111725244,-4.634282186627949,0.0007173160680717938,-0.008239487738495699,2h_lower_wick+oi_flush,short,2025-12-15 00:00:00,0.01060372840772863,2h_wick_r60_v1p5_oi0,7.760273972602741,7.668101348866336
660611,3027,657584,661320,153802.9006437799,True,True,False,3185.98,0.07386192378043566,657584,2966.84325,0.08148677626875557,1.1215870839898585,2.374693443360414,-0.049772445350355965,-0.05689973265496884,2h_upper_wick+oi_flush,long,2026-01-05 04:00:00,0.6976411722658982,2h_wick_r60_v1p5_oi0,4.692103694262278,4.063940227481113
662003,683,661320,662399,50802.65100579942,False,True,False,3092.56,0.02689187210595767,661320,3175.724728,0.7956204379561946,1.203130689220881,-8.724111063065504,-0.0006095907282824831,0.010390166666130796,2h_lower_wick+oi_flush,short,2026-01-10 00:00:00,0.16144267926149525,2h_wick_r60_v1p5_oi0,3.322179416620804,1.9379583429515064
663659,1260,662399,663918,138377.42174652172,True,True,False,3307.04,0.06434209697574422,662399,3107.1213,0.2218356970832215,-9.18490273807815,5.042078958926616,-0.0027407285886021926,0.03501642502294322,2h_upper_wick+oi_flush,long,2026-01-15 18:00:00,0.6143965747926171,2h_wick_r60_v1p5_oi0,4.431099251275939,1.55529122287097
667811,283,667528,670116,675483.4111797365,True,True,False,2740.13,0.07313586435680053,667528,2940.531776,0.8376121895220253,-23.073480175615344,-25.139974042429003,-0.040773684040331215,-0.037158380178017536,2h_lower_wick+oi_flush,short,2026-01-30 04:00:00,0.15341264871634172,2h_wick_r60_v1p5_oi0,0.667780711116104,3.2777457537006462
672947,421,672526,673329,5801.291542028077,False,True,False,1996.97,0.01457443226488131,672526,2026.074704,0.6604477611940356,3.695575447932903,-5.881517398025954,-0.013297962957040332,-0.008513877954268945,2h_lower_wick+oi_flush,short,2026-02-17 00:00:00,0.32164179104476986,2h_wick_r60_v1p5_oi0,1.2561557140879982,1.9672654905980445
675179,628,674551,675266,71714.46399317496,False,True,False,1854.55,0.05249766250572918,674551,1951.90954,0.6211225997045784,2.6724015326187853,-7.8911582474867465,-0.022764014569579882,-0.02350963980735654,2h_lower_wick+oi_flush,short,2026-02-24 18:00:00,0.21011816838995825,2h_wick_r60_v1p5_oi0,1.4799307517084281,1.5106135046707891
678491,533,677958,678745,107714.94338189252,True,True,False,1950.59,0.05176362331397155,677958,2051.559606,0.8965672990063255,0.011367542708438094,-11.578316163902514,-0.002665855865926381,-0.003271032132535101,2h_lower_wick+oi_flush,short,2026-03-08 06:00:00,0.07407407407407826,2h_wick_r60_v1p5_oi0,1.6903764707540454,1.9332887524564129
679859,1114,678745,680265,138375.05150027433,True,True,False,2069.98,0.044370363326660334,678745,1982.0363280000001,0.27824709609292325,0.6622874499734266,2.911996733120249,-0.008438363563995188,-0.009011634602135832,2h_upper_wick+oi_flush,long,2026-03-13 00:00:00,0.6045406546990503,2h_wick_r60_v1p5_oi0,4.857822789550888,1.6245052620213314
684755,1090,683665,684789,175497.21646333812,True,True,False,1982.49,0.07953728896488754,683665,2140.17188,0.7587500000000001,0.7761186013651002,1.912390350332739,-0.010323563950591974,-0.019125774089366332,2h_lower_wick+oi_flush,short,2026-03-30 00:00:00,0.04339285714285828,2h_wick_r60_v1p5_oi0,5.7595686531541,6.664894325612645
686651,1005,685646,686759,-10664.777364131529,False,False,False,2040.83,0.019748675783872294,685646,2081.13369,0.9336283185840806,-1.3339220581032682,-1.8987174350460632,0.002715676095890407,-0.003075229639264765,2h_lower_wick+oi_flush,short,2026-04-05 14:00:00,0.01603982300884761,2h_wick_r60_v1p5_oi0,1.5686832740213525,2.7100264640600993
687035,276,686759,687192,3790.1846076501533,False,True,False,2137.75,0.024451081331586133,686759,2086.727262,0.028554778554766076,2.556466859316515,11.244826152469788,-0.01839656843607651,-0.027178480533052274,2h_upper_wick+oi_flush,long,2026-04-06 22:00:00,0.6305361305361454,2h_wick_r60_v1p5_oi0,1.8170913365107595,2.9154817768596306
693899,634,693265,694011,-36962.37565251393,False,False,False,2261.78,0.0006487191504034318,693265,2263.2472599999996,0.6534496431403769,0.7495856857186087,-2.5987704561176947,-0.003078817866612571,0.0008934667410116504,2h_lower_wick+oi_flush,short,2026-04-30 18:00:00,0.0,2h_wick_r60_v1p5_oi0,0.5023812071917808,2.1332051081340997
694715,704,694011,695708,72878.66758759832,False,True,False,2324.64,0.016454993316134203,694011,2287.00731,0.2090747330960729,0.6295286283342421,3.693723305659092,-0.004637957474450061,0.018363430070433173,2h_upper_wick+oi_flush,long,2026-05-03 14:00:00,0.6423487544484077,2h_wick_r60_v1p5_oi0,13.988243390491482,7.54823236371259
695939,231,695708,696325,21159.40111688059,False,True,False,2298.85,0.01607009939752513,695708,2335.7927480000003,0.6705959397511325,-5.934579015765706,-10.691729578598988,-0.008332072442635563,0.006444082353421532,2h_lower_wick+oi_flush,short,2026-05-07 20:00:00,0.12508185985594705,2h_wick_r60_v1p5_oi0,12.963269695490139,4.776589877236749
702203,1958,700245,702222,88887.55997676263,False,True,False,1999.46,0.04799837456113143,700245,2095.43083,0.7258848022206785,3.224321956782136,-1.5300738469581319,0.001396292640551744,-0.0028445464247746077,2h_lower_wick+oi_flush,short,2026-05-29 14:00:00,0.08952116585705647,2h_wick_r60_v1p5_oi0,4.345082989336085,1.8153137381369209
705059,355,704704,705375,99040.20316329226,False,True,False,1672.08,0.03872553520512101,704704,1609.741884,0.17402597402597103,8.200686738079055,22.75006768204925,-0.017821868516823547,-0.020357907463573577,2h_upper_wick+oi_flush,long,2026-06-08 12:00:00,0.7522727272727308,2h_wick_r60_v1p5_oi0,3.2662699971705234,2.855312905592235
115846,5999,109847,136783,37135.1622576107,False,True,False,382.62,0.047318324759731745,109847,365.333052,0.009999999999990905,0.0767989891562304,-0.5790598650444316,-0.04568302589748263,-0.06692172604114399,2h_upper_wick+oi_flush,long,2020-10-30 20:00:00,0.7699999999999818,2h_wick_r60_v1p5_oiN0p5,4.47222376160214,3.016214925688468
151444,455,150989,172818,71695.46912793306,False,True,False,1605.52,0.018126726927197856,150989,1576.9353239999998,0.07913802712242238,6.915002225938,13.785039894367316,-0.009402807337354768,-0.02175012962237044,2h_upper_wick+oi_flush,long,2021-03-03 14:00:00,0.9000557310050137,2h_wick_r60_v1p5_oiN0p5,4.223717790030381,2.212807687485675
201751,9095,192656,209936,34274.426910554714,False,True,False,3116.22,0.4275096358480832,192656,2182.9765079999997,0.08937960042060954,-14.325100003496914,-23.046049311192846,-0.009952314095253434,-0.02699126640689198,2h_upper_wick+oi_flush,long,2021-08-25 14:00:00,0.768243953732914,2h_wick_r60_v1p5_oiN0p5,1.932476582841508,1.7234862058159421
219679,7151,212528,231248,31590.289119135792,False,True,False,4211.08,0.27413084142643696,212528,3305.06088,0.2843786521231072,-3.559904369729715,2.129065190310037,-0.01181305761609952,-0.008524564077011076,2h_upper_wick+oi_flush,long,2021-10-26 20:00:00,0.6575769380599946,2h_wick_r60_v1p5_oiN0p5,4.080898232685628,2.618961239386667
240535,71,240464,246224,39124.28035168933,False,True,False,3223.65,0.05674578443689615,240464,3406.5785480000004,0.768578694546484,-12.482741747723267,-41.600965710923674,-0.023474849843280188,-0.022581230549700737,2h_lower_wick+oi_flush,short,2022-01-07 06:00:00,0.18121880003767402,2h_wick_r60_v1p5_oiN0p5,0.8205897217939879,3.4702146293976273
253231,1052,252179,254066,18872.726227091713,False,True,False,2647.23,0.1522874113696202,252179,3050.369804,0.6346060898985053,-3.23389429711667,-15.875430991860654,-0.023398786531736437,-0.007051209529160385,2h_lower_wick+oi_flush,short,2022-02-20 08:00:00,0.08530691155146776,2h_wick_r60_v1p5_oiN0p5,1.4478711516617426,3.6893569572417864
264793,2994,261799,266378,9453.885492086352,False,True,False,3276.86,0.10552619185828505,261799,2964.072696,0.17324377273999583,-7.136073625462949,-24.577295290353554,-0.0068005205015307935,0.009015512283528704,2h_upper_wick+oi_flush,long,2022-04-01 12:00:00,0.7469913238175214,2h_wick_r60_v1p5_oiN0p5,1.5040866504272665,1.5011280325960379
275305,1204,274101,277466,25933.17423582128,False,True,False,2633.97,0.048788480506611887,274101,2762.4773940000005,0.6625730118316646,1.0553963038555452,-7.553812319275302,-0.01537020304941139,-0.004090737589022231,2h_lower_wick+oi_flush,short,2022-05-08 00:00:00,0.3161599520742869,2h_wick_r60_v1p5_oiN0p5,3.4415198006355876,2.9773982851818874
285241,1289,283952,286538,43704.53024715526,False,True,False,1590.94,0.11910181653613572,283952,1780.423844,0.6209098164405442,-11.001052409842217,-17.926941011391726,-0.039393623197916394,-0.041723874004680916,2h_lower_wick+oi_flush,short,2022-06-11 12:00:00,0.02474062250598723,2h_wick_r60_v1p5_oiN0p5,2.546146377680688,2.8331992542155557
290377,507,289870,291864,16756.747354300227,False,True,False,1133.53,0.05238623591788483,289870,1192.91137,0.9098039215686319,-6.139459357208647,-11.777741188577952,0.0006251922729705317,-0.015820019779788197,2h_lower_wick+oi_flush,short,2022-06-29 08:00:00,0.059313725490197595,2h_wick_r60_v1p5_oiN0p5,1.0641348456736,2.2202811443625037
292033,169,291864,293479,18880.601961238688,False,True,False,1151.13,0.053947215666803716,291864,1092.208398,0.29229871645273986,8.52781358927691,12.486315422006664,0.0058989374539639705,-0.03941996890597654,2h_upper_wick+oi_flush,long,2022-07-05 02:00:00,0.6627771295215772,2h_wick_r60_v1p5_oiN0p5,0.6669932111859544,2.411534626276744
293737,258,293479,294463,17465.501745553338,False,True,False,1169.68,0.016091796046781903,293479,1188.502252,0.681283422459888,-3.899590943348767,-10.17169745228407,-0.00279905837611516,-0.020406283056438768,2h_lower_wick+oi_flush,short,2022-07-11 00:00:00,0.05989304812833699,2h_wick_r60_v1p5_oiN0p5,1.990374326782633,1.6389753306276058
294841,378,294463,296666,87236.47471089859,False,True,False,1195.66,0.08713172471770614,294463,1099.829922,0.30814179976626643,13.21568688919932,14.275673959616913,-0.012830588109409735,0.007937394609212278,2h_upper_wick+oi_flush,long,2022-07-14 20:00:00,0.6482275029217005,2h_wick_r60_v1p5_oiN0p5,1.4749977187000038,1.6883045801573435
301369,860,300509,302229,4914.057706488122,False,True,False,1713.89,0.019428570901065312,300509,1681.2261780000001,0.04560622914350183,2.145060482211605,9.80785586402132,-0.009903180855840854,-0.027047661751606222,2h_upper_wick+oi_flush,long,2022-08-06 12:00:00,0.8609566184649612,2h_wick_r60_v1p5_oiN0p5,0.13756526320257356,2.5099396320899414
302401,172,302229,302683,-30464.735373436066,False,False,False,1684.3,0.01588655227691027,302229,1711.05772,0.612592426618866,-9.037830417335005,-9.441498194238658,-0.032405668937361076,-0.04638023387543977,2h_lower_wick+oi_flush,short,2022-08-10 02:00:00,0.13062962133094203,2h_wick_r60_v1p5_oiN0p5,1.7841773553522235,3.4458677095982977
302833,150,302683,303731,8961.978736356134,False,True,False,1914.12,0.011783157127859711,302683,1891.82829,0.2747963584092004,9.72521142833287,18.05720374002417,-0.011849011669464171,0.002175680766322241,2h_upper_wick+oi_flush,long,2022-08-11 14:00:00,0.6312889314805973,2h_wick_r60_v1p5_oiN0p5,0.8725166328388851,1.5327145946088825
303937,206,303731,304463,5268.834124774468,False,True,False,1906.89,0.026995919009486613,303731,1958.368248,0.7303215077605311,-9.739743523585101,-13.978867006548612,-0.037193984602167496,-0.02649565792728381,2h_lower_wick+oi_flush,short,2022-08-15 10:00:00,0.13636363636363236,2h_wick_r60_v1p5_oiN0p5,2.003046180373097,2.9448441997325125
305089,115,304974,305802,25299.36208357266,False,True,False,1736.37,0.049238096719017355,304974,1821.865554,0.6377374784110603,-10.937385158382186,-9.146462784144529,-0.02001821824518446,-0.06467892362426342,2h_lower_wick+oi_flush,short,2022-08-19 10:00:00,0.351899827288431,2h_wick_r60_v1p5_oiN0p5,2.6127601584388214,4.263280195675381
307225,155,307070,308019,24661.925174954784,False,True,False,1562.95,0.05798599955212902,307070,1653.579218,0.6470380818053587,-16.520813237454387,-10.507722804726436,-0.03472115313070345,0.03339075332154229,2h_lower_wick+oi_flush,short,2022-08-26 20:00:00,0.16466854724964253,2h_wick_r60_v1p5_oiN0p5,1.561484722116341,5.183378332002634
310177,455,309722,310395,-2851.127027264738,False,False,False,1638.81,0.041046524219948255,309722,1574.194776,0.0,6.351659772960103,4.740481034349565,-0.05276578207371285,-0.03670873861702795,2h_upper_wick+oi_flush,long,2022-09-06 02:00:00,0.62801024765158,2h_wick_r60_v1p5_oiN0p5,3.179849980685649,5.7102988981784
321961,53,321908,322432,1821.3641402574722,False,True,False,1305.8,0.008457420667204119,321908,1294.848918,0.056034482758618435,2.972407172774371,1.9220079310291953,0.00845634980243437,-0.0458614136884401,2h_upper_wick+oi_flush,long,2022-10-17 00:00:00,0.6077586206896546,2h_wick_r60_v1p5_oiN0p5,2.1834573409328066,3.498641372252598
324505,1508,322997,325224,33405.54589574665,False,True,False,1474.88,0.12668674871514196,322997,1309.0417559999999,0.05902319441825591,12.955512767550433,10.756350987147037,-0.09886515698613252,-0.09046878385592305,2h_upper_wick+oi_flush,long,2022-10-25 20:00:00,0.8936451065434641,2h_wick_r60_v1p5_oiN0p5,19.93403829287263,12.85076506393515
328489,745,327744,329053,46202.53407956901,False,True,False,1488.75,0.08706381998320745,327744,1618.366262,0.6982477903550933,-8.283758138362678,-14.975224123206253,-0.01023485737159302,-0.021605835354376213,2h_lower_wick+oi_flush,short,2022-11-08 16:00:00,0.0,2h_wick_r60_v1p5_oiN0p5,3.2718617332680395,3.9086179685122895
331753,23,331730,332258,-29656.570866496942,False,False,False,1219.5,0.001672786160468842,331730,1217.463444,0.0587889476778366,1.4841528398672161,2.929893608942635,-0.005979108983949932,-0.00033186963335551933,2h_upper_wick+oi_flush,long,2022-11-20 00:00:00,0.8071722516166976,2h_wick_r60_v1p5_oiN0p5,3.9625898240940565,5.577380259602165
340393,1419,338974,340449,17807.43321719661,False,True,False,1166.23,0.10981632096584715,338974,1294.301088,0.6159278148293464,0.03845163045320632,2.107272258356037,-0.005951907208624152,-0.013881804732890801,2h_lower_wick+oi_flush,short,2022-12-20 00:00:00,0.005492349941148396,2h_wick_r60_v1p5_oiN0p5,10.503174843047256,12.4930343154767
340993,544,340449,341144,-295.2712000756874,False,False,False,1212.14,0.009982015864311578,340449,1200.1599840000001,0.07142857142857899,-1.082955265249817,3.931634955980804,0.004241486170865283,-0.007524127229816546,2h_upper_wick+oi_flush,long,2022-12-22 02:00:00,0.7003105590062285,2h_wick_r60_v1p5_oiN0p5,1.8964782190397835,1.5679217514089625
347065,1587,345478,355572,49025.1805000442,False,True,False,1400.71,0.11261791242984454,345478,1258.931736,0.2974452554744507,6.173975592528887,4.111730300441529,0.005856053813427797,-0.12020611713839846,2h_upper_wick+oi_flush,long,2023-01-12 04:00:00,0.6468978102189892,2h_wick_r60_v1p5_oiN0p5,1.2005388795552867,1.5635581795825988
356891,832,356059,362196,2902.577303465514,False,True,False,1578.75,0.019798753795652324,356059,1548.099558,0.11141011840688614,4.5194226385616485,9.951119477568177,-0.0016130891673055148,-0.008868076732383878,2h_upper_wick+oi_flush,long,2023-02-15 14:00:00,0.7131324004305732,2h_wick_r60_v1p5_oiN0p5,2.379991668458957,2.633486737675503
363371,311,363060,364212,-8797.535740603402,False,False,False,1429.97,0.07157036581187026,363060,1532.313476,0.7813565744600243,-11.79501533401848,-9.170702143145297,-0.010030448624451349,0.02268872463439231,2h_lower_wick+oi_flush,short,2023-03-10 02:00:00,0.0299355816597181,2h_wick_r60_v1p5_oiN0p5,6.438087286963676,3.922211290113962
367547,3334,364213,381204,46971.89962416631,False,True,False,1761.22,0.11691921957876938,364213,1576.855308,0.1655024180548052,-3.942420508508893,-0.1880735782716414,-0.02675898932214893,-0.024199268123200945,2h_upper_wick+oi_flush,long,2023-03-24 14:00:00,0.6367544331004844,2h_wick_r60_v1p5_oiN0p5,1.1702822180715435,1.5860504004086742
386411,23,386388,389844,-12182.001081157709,False,False,False,1916.55,0.0033127207759136024,386388,1910.2219679999998,0.042553191489359384,7.367631137304727,6.391960717735728,0.02171132863226921,-0.045890069255860144,2h_upper_wick+oi_flush,long,2023-05-29 02:00:00,0.6005319148936166,2h_wick_r60_v1p5_oiN0p5,2.421866932171485,5.724239893317468
402467,9167,393300,405972,-9777.285888807732,False,False,False,1890.28,0.0005993422153469652,393300,1889.1477539999998,0.25642427556041586,1.8605372637711568,0.3109279899343109,-0.02339336449532814,-0.027517745549330952,2h_upper_wick+oi_flush,long,2023-07-23 20:00:00,0.6615636960087485,2h_wick_r60_v1p5_oiN0p5,2.0136030489592494,3.083796697750765
409931,215,409716,415082,8149.520137668995,False,True,False,1660.22,0.016523353531459728,409716,1687.652402,0.6727707006369431,-2.4090724416965443,-13.25403439162588,0.006673093481892378,-0.024379859849456453,2h_lower_wick+oi_flush,short,2023-08-18 18:00:00,0.17117834394904197,2h_wick_r60_v1p5_oiN0p5,4.765816677743137,3.3137566763572446
422795,2312,420483,422900,10642.110482847143,False,True,False,1731.77,0.08585888872949132,420483,1594.838904,0.0024539877300591246,3.9915071367047386,3.430437853436917,-0.002476385986967311,-0.009712238485143687,2h_upper_wick+oi_flush,long,2023-10-02 10:00:00,0.6711656441717844,2h_wick_r60_v1p5_oiN0p5,0.36222690170006305,1.6256279880398459
423995,1095,422900,424061,-54.019986028957646,False,False,False,1629.37,0.014397815106452327,422900,1652.8293680000002,0.6760044231478011,2.225102206729505,-0.8564093889329669,-0.012234671987915058,-0.026779506947389953,2h_lower_wick+oi_flush,short,2023-10-06 14:00:00,0.16218208625138494,2h_wick_r60_v1p5_oiN0p5,1.7920574573811823,2.147081261431841
424907,391,424516,426094,13005.089737643139,False,True,False,1583.43,0.026931863107305,424516,1626.07472,0.8591370558375616,-5.155707826703083,-4.138981555026959,-0.03422714015021311,-0.028978284344563177,2h_lower_wick+oi_flush,short,2023-10-09 18:00:00,0.09454314720812246,2h_wick_r60_v1p5_oiN0p5,3.2964077938867855,6.942638614522463
429083,1195,427888,455796,131352.1926257087,True,True,False,1817.82,0.15234564773726555,427888,1577.495436,0.2153796024763746,13.690140356738446,14.396261008325784,-0.009575680019695665,-0.028278639081223522,2h_upper_wick+oi_flush,long,2023-10-24 06:00:00,0.6282176604757277,2h_wick_r60_v1p5_oiN0p5,2.591301471709895,5.780205123634419
459803,263,459540,476244,176532.66314368136,True,True,False,2427.7,0.020996322335667283,459540,2377.7754600000003,0.08624938393297206,4.832360656122901,7.475329714267115,-0.007610872610216757,-0.01399896429429004,2h_upper_wick+oi_flush,long,2024-02-07 22:00:00,0.775751601774286,2h_wick_r60_v1p5_oiN0p5,2.139036748285053,4.156596156951396
503531,1079,502452,504180,-9433.904760260251,False,False,False,2981.08,0.022746823298938734,502452,3048.8901,0.7221011333914567,7.601891748279471,10.91271827440417,-0.0005679102691882321,-0.03461149631264915,2h_lower_wick+oi_flush,short,2024-07-08 18:00:00,0.2434612031386235,2h_wick_r60_v1p5_oiN0p5,0.19764121438478485,1.7710777552400274
512219,1415,510804,514048,45422.7901226714,False,True,False,2360.12,0.2676226344423165,510804,2991.741532,0.6678609817269812,-7.452783166514472,13.320427236223082,-0.013351633447580946,-0.024171782802725694,2h_lower_wick+oi_flush,short,2024-08-07 22:00:00,0.1442135435327868,2h_wick_r60_v1p5_oiN0p5,0.2628427491903562,1.9139114607680294
517619,163,517456,518370,33383.91070741514,False,True,False,2720.55,0.004746539486500945,517456,2733.4631980000004,0.6655127650367817,-6.691537583982701,-7.877614125154029,-0.010884916893836083,-0.0033583034891461194,2h_lower_wick+oi_flush,short,2024-08-26 16:00:00,0.02899177845089005,2h_wick_r60_v1p5_oiN0p5,1.6259175680232407,1.572110426210635
527795,487,527308,528850,49598.604560681444,False,True,False,2602.72,0.01591068881785196,527308,2644.1310679999997,0.6907619313424431,-3.493395203885573,-9.988035898064275,-0.008902230565224656,-0.006017392859225645,2h_lower_wick+oi_flush,short,2024-10-01 00:00:00,0.05833100753558815,2h_wick_r60_v1p5_oiN0p5,1.722004443626792,2.2457202222322596
528875,25,528850,529800,3812.8622120580403,False,True,False,2414.73,0.007720818353286418,528850,2396.22915,0.0821029888368652,13.017613889769027,6.962850864880721,-0.018307996428690743,6.396330979097087e-06,2h_upper_wick+oi_flush,long,2024-10-04 18:00:00,0.9110550954267266,2h_wick_r60_v1p5_oiN0p5,1.971487672611394,1.8998607660596798
530507,707,529800,530796,-1620.878174930811,False,False,False,2389.07,0.01001113655104291,529800,2412.987306,0.7134363852556476,-3.665990768187209,-5.190198642457366,-0.015855832967123007,-0.023779437055436614,2h_lower_wick+oi_flush,short,2024-10-10 10:00:00,0.0,2h_wick_r60_v1p5_oiN0p5,10.351360450524897,3.785743953480941
534299,450,533849,535544,25782.971014758397,False,True,False,2579.99,0.02508573754161847,533849,2644.710952,0.6705969049373582,-4.682681364954675,-12.923746685468126,-0.006415408997898164,-0.01319328943218312,2h_lower_wick+oi_flush,short,2024-10-23 14:00:00,0.23618275607959982,2h_wick_r60_v1p5_oiN0p5,2.247710991073823,1.6869082727133713
537539,938,536601,538173,26850.177959806402,False,True,False,2453.56,0.06358026051940846,536601,2609.557984,0.758828788556104,0.5430487083993931,-5.357488331217638,-0.008164304760358343,-0.011978144872594632,2h_lower_wick+oi_flush,short,2024-11-03 20:00:00,0.04023245417970882,2h_wick_r60_v1p5_oiN0p5,0.7814732848561492,2.3314117294999126
542555,4382,538173,551988,223327.4877437217,True,True,False,3106.4,0.24968970571500315,538173,2485.7370479999995,0.00346954510408319,-0.165227728269425,-4.0573915033058405,-0.006603710454198275,-0.0025369179049973267,2h_upper_wick+oi_flush,long,2024-11-21 06:00:00,0.7168465690053966,2h_wick_r60_v1p5_oiN0p5,2.354456889124528,1.8100664542061375
555779,911,554868,556884,-54210.935336000985,False,False,True,3664.6,0.060511931641592076,554868,3455.500962,0.05276658116526319,-2.788284182892596,-1.2618677227120756,-0.0013852136209125954,-0.0051446418134853955,2h_upper_wick+oi_flush,long,2025-01-06 04:00:00,0.6295346280688907,2h_wick_r60_v1p5_oiN0p5,0.8233606883913631,3.1146100648079686
563747,239,563508,566964,95432.27353813092,False,True,False,2975.63,0.048502631039477384,563508,3119.955884,0.8374614910659268,-18.834818985719096,-30.157214749202513,-0.0067838466631220395,-0.01635759596880093,2h_lower_wick+oi_flush,short,2025-02-02 20:00:00,0.03314849044978498,2h_wick_r60_v1p5_oiN0p5,2.0330989620701203,5.583661732433802
569987,102,569885,571759,123009.06667361094,True,True,False,2687.55,0.018437785343528468,569885,2737.1024700000003,0.7024119947848858,-15.04287885342146,-7.989010923671504,-0.0013922846750650253,-0.024311249285928094,2h_lower_wick+oi_flush,short,2025-02-24 12:00:00,0.0,2h_wick_r60_v1p5_oiN0p5,0.4706277670028827,1.9256420428998389
573875,860,573015,575212,84737.91552441102,False,True,False,2030.53,0.065232878115566,573015,2162.987316,0.7500642178268673,-16.28697448210207,-13.222942993730658,-0.007621792098534419,-0.0034957044534733583,2h_lower_wick+oi_flush,short,2025-03-10 00:00:00,0.020806575905470043,2h_wick_r60_v1p5_oiN0p5,1.4073906995977596,1.5905791988387799
575891,155,575736,576594,-37415.57817728678,False,False,False,1888.66,0.005278979805788175,575736,1898.630198,0.8172678888231738,-4.835835642173229,0.5205466585703231,-0.0006290913514130914,-0.014983193020881358,2h_lower_wick+oi_flush,short,2025-03-17 00:00:00,0.014784151389710159,2h_wick_r60_v1p5_oiN0p5,1.5464838424362661,3.2780990655953963
578771,121,578650,580291,70873.5770020443,False,True,False,2007.52,0.013391168207539605,578650,2034.403038,0.7149321266968232,-8.171512416280923,-10.101064192882598,-0.012283390366465086,-0.04248051828783361,2h_lower_wick+oi_flush,short,2025-03-27 00:00:00,0.022624434389140365,2h_wick_r60_v1p5_oiN0p5,0.06059858068497377,9.191522964583879
582011,1246,580765,582726,120301.05474534782,True,True,False,1550.53,0.1903225348751718,580765,1845.6308000000001,0.6080830552465697,-22.46487594880719,-24.589617161753683,-0.005723202858905374,0.003445928205443538,2h_lower_wick+oi_flush,short,2025-04-07 06:00:00,0.3737486095661847,2h_wick_r60_v1p5_oiN0p5,0.15358158437043093,5.95391621267342
591179,595,590584,599220,289292.0533968997,True,True,False,2199.12,0.1952402319870894,590584,1839.897906,0.19899462645172644,31.906595331549347,39.63425002269226,0.005776249748538964,-0.01375413788809543,2h_upper_wick+oi_flush,long,2025-05-09 02:00:00,0.7431097243889788,2h_wick_r60_v1p5_oiN0p5,1.983618894714397,2.2255222367662633
600611,833,599778,603796,-107642.76290987968,False,False,True,2758.46,0.08698897143163209,599778,2537.7074399999997,0.034240150093809464,10.422198779167097,27.43804381527648,0.004401236204991887,-0.0161291373875605,2h_upper_wick+oi_flush,long,2025-06-10 20:00:00,0.6530644152595365,2h_wick_r60_v1p5_oiN0p5,3.9564806467560416,2.6276030737615956
603827,31,603796,604284,460.46536167361774,False,True,False,2305.0,0.0024068537960955094,603796,2310.547798,0.7786021505376377,-11.972130621562634,-14.22337950998331,-0.040658444941510385,-0.04244644251012808,2h_lower_wick+oi_flush,short,2025-06-22 00:00:00,0.06129032258064321,2h_wick_r60_v1p5_oiN0p5,22.397576359054053,6.769457680962107
606443,485,605958,606708,-23837.35887314356,False,False,False,2485.78,0.012541431416303928,605958,2454.9909,0.3102756892230632,0.2585948231007489,3.4529934317999302,-0.006888865567527769,-0.007303983710508777,2h_upper_wick+oi_flush,long,2025-07-01 02:00:00,0.638596491228065,2h_wick_r60_v1p5_oiN0p5,0.3407313249438584,1.589581827086783
