btc_contribution_overlap,eth_contribution_overlap,left,right,top20_overlap_by_month,top20_overlap_by_quarter,top20_overlap_count,top20_overlap_count_btc,top20_overlap_count_eth
0.658308616723091,0.6653219446109814,ETH_v22_moirai_overlap,BTC_core_donchian_overlap,10,9,9,12,9
