anchor,anchor_dd,anchor_return,dd_overlap_ratio,end,other,other_return,start,worst30_overlap_ratio,worst90_overlap_ratio
ETH_v22_moirai_overlap,-0.3404833952840838,-0.3404833952840838,0.8208955223880597,2024-09-17 00:00:00,BTC_core_donchian_overlap,-0.42425743579495256,2024-03-11 00:00:00,0.6666666666666666,0.9222222222222223
BTC_core_donchian_overlap,-0.6212954222399429,-0.6212954222399429,0.8208955223880597,2024-06-29 00:00:00,ETH_v22_moirai_overlap,0.10676608733898796,2024-02-16 00:00:00,0.6666666666666666,0.9222222222222223
