avg_v1_size,baseline_pnl,count,damage_or_improve_ratio,kind,median_v1_size,pnl_lost,pnl_saved,q5_count,reduced_size_baseline_pnl_share,reduced_size_count,v1_pnl
0.9832289258505469,4939240.194203683,20,0.09982997204525264,top20,1.0,493084.2105121419,0.0,0,0.07951540080045935,3,4446155.9836915415
0.953756103567792,-1840338.3500553037,20,0.13238341340472956,worst20,1.0,0.0,243630.27259994915,3,0.21186733321980206,6,-1596708.0774553544
