daily_return_corr,left,monthly_return_corr,right,rolling180_corr_max,rolling180_corr_mean,rolling90_corr_max,rolling90_corr_mean
0.42054755576518976,5m_v22_moirai_baseline,0.3603331309029771,15m_core_donchian,0.9180720638484883,0.38736588626030105,0.9835990369714794,0.3883446638894792
0.37966667107885527,5m_v22_moirai_baseline,0.43977813107034297,1h_core_donchian,0.8416604827943306,0.3462039065450055,0.8955962333936939,0.3494333923088585
0.3987890476688988,5m_v22_moirai_baseline,0.3882909311713032,1h_core_donchian_fast,0.8183891321895536,0.36697931847298193,0.8816068213769758,0.3707494173388599
0.8935247943133094,5m_core_donchian,0.8805487694909507,15m_core_donchian,0.9894466583733125,0.8950856081250891,0.9926432739774015,0.8981099005238771
0.8041077539307002,15m_core_donchian,0.8491085293697441,1h_core_donchian,0.9229137897062747,0.7966445375199014,0.9683122351886857,0.801295989080561
