avg_bars_held,daily_context,dd_improve_rel,delta_avg_bars_held,delta_full,delta_giveback_to_loss_6_count,delta_mfe_capture_avg,delta_oos,delta_roll12,engulf_style,engulf_volume_ratio,exited_base_loser_pnl,exited_base_pnl,exited_base_winner_pnl,exits,full_dd,full_return,giveback_to_loss_6_count,giveback_to_loss_6_pnl,macd_tf,mfe_capture_avg,oi_threshold,oos_return,pass_gate,rolling12_min,sequence_macd_tf,sequence_window_bars,top20_winner_exited_pnl,top20_winner_exits,trades,unique_base_trades_exited,use_2h_wick,variant,wick_shadow_ratio,wick_volume_ratio,worst20_loser_exited_pnl,worst20_loser_exits,year_flat,year_losses,year_min_delta,year_wins,live_status,live_trigger_time_cst,live_trigger_close,live_current_return,live_before_1590,live_reasons,live_hit,exit_rows,saved_loser_count,improved_winner_count,missed_winner_count,worsened_loser_count,valuable_exit_count,net_delta_pnl_proxy,saved_pnl_proxy,missed_pnl_proxy,avg_delta_pnl_proxy,compression_category,recommendation
1941.877118644068,False,-0.1037270787240155,-296.5550847457628,-170.69689546977293,0,0.0125132109425152,1.1718632822898662,-0.1843186534075056,,1.5,-10664.777364131529,1512280.7570230062,1522945.5343871375,14,-0.5641997791901913,252.15344143067068,17,-192475.3343889143,,0.3656954366103905,0.0,7.469026674227608,False,-0.144370603050697,,0,1285110.062239444,4,236,14,True,2h_wick_r85_v2p0_oi0,0.85,2.0,0.0,0,2,2,-1.568766407643319,4,no_trigger,,,,False,,False,14,1,7,6,0,8,341807.6480855736,457372.2510518686,115564.60296629499,24414.8320061124,C_overtrigger_or_winner_damage,REJECT
1890.9872881355927,False,-0.0056344855729194,-347.44491525423746,-301.2167018974288,0,0.0095582555918873,0.9901441212963622,-0.1065182684149664,,1.5,-10708.892884275338,1347350.2634722,1358059.156356475,12,-0.5140571121641879,121.63363500301482,17,-96720.94936777272,,0.3627404812597626,,7.287307513234104,False,-0.0665702180581578,2h,144,1108577.3990957623,3,236,12,True,2h_wick_r85_v1p5_then_macd2h_12h,0.85,1.5,0.0,0,0,4,-1.5573530436449488,4,no_trigger,,,,False,,False,12,2,5,5,0,7,121046.10235682076,236439.1180628995,115393.01570607873,10087.17519640173,C_overtrigger_or_winner_damage,REJECT
1891.6737288135596,False,-0.0056344855729209,-346.7584745762713,-303.4748853935806,0,0.0086116368534714,0.9422092636856458,-0.1065182684149664,,1.5,-10664.777364131529,1268726.1749844796,1279390.952348611,10,-0.5140571121641887,119.37545150686302,17,-95492.92958222864,,0.3617938625213467,,7.239372655623388,False,-0.0665702180581578,2h,144,1108577.3990957623,3,236,10,True,2h_wick_r85_v2p0_then_macd2h_12h,0.85,2.0,0.0,0,1,4,-1.5573530436449488,3,no_trigger,,,,False,,False,10,1,4,5,0,5,96799.45681074503,212192.47251682376,115393.01570607873,9679.945681074503,C_overtrigger_or_winner_damage,REJECT
1917.8559322033896,False,0.0442187827128371,-320.57627118644086,-274.61865691708294,0,0.0125552296778888,0.3429014186633585,-0.0070609039714175,,1.5,0.0,1273113.447319172,1273113.447319172,12,-0.4885732733593538,148.2316799833607,17,-122599.83672077097,,0.3657374553457641,-0.005,6.640064810601101,False,0.032887146385391,,0,995818.0088425442,3,236,12,True,2h_wick_r85_v1p5_oiN0p5,0.85,1.5,0.0,0,2,3,-1.860765670026985,3,no_trigger,,,,False,,False,12,0,7,5,0,7,142887.12024423102,254828.3849765897,111941.2647323587,11907.260020352585,C_overtrigger_or_winner_damage,REJECT
1976.3559322033896,False,-0.0979079067340434,-262.07627118644086,-154.86785908021392,0,0.0113580410399949,0.2237697827968059,-0.0070609039714175,,1.5,0.0,1186379.68050088,1186379.68050088,10,-0.5612251529305841,267.9824778202297,17,-218444.86778826764,,0.3645402667078702,-0.005,6.520933174734548,False,0.032887146385391,,0,995818.0088425442,3,236,10,True,2h_wick_r85_v2p0_oiN0p5,0.85,2.0,0.0,0,3,2,-1.568766407643319,3,no_trigger,,,,False,,False,10,0,5,5,0,5,153318.24432188252,238435.02648372075,85116.78216183824,15331.824432188252,C_overtrigger_or_winner_damage,REJECT
1978.2457627118645,False,0.0442187827128366,-260.1864406779662,-335.5280382767314,0,0.0030242590071435,0.1966998946288587,-0.2334309344206007,strict,1.5,0.0,689987.9343872415,689987.9343872415,8,-0.4885732733593541,87.32229862371216,17,-76654.63854551096,4h,0.3562064846750188,,6.493863286566601,False,-0.1934828840637921,,0,433208.08843961335,2,236,8,False,1h_strict_engulf_v1p5_macd4h,0.75,1.5,0.0,0,4,2,-1.7984985823022916,2,no_trigger,,,,False,,False,8,0,5,3,0,5,-40425.430114834366,69965.4232099789,110390.85332481326,-5053.178764354296,C_overtrigger_or_winner_damage,REJECT
1698.2203389830509,False,0.0442187827128373,-540.2118644067798,-386.1849324595654,0,0.0065339155995431,-1.57796231392025,-0.3122816913380919,loose,1.5,-35698.0686171815,1757285.622086527,1792983.690703709,15,-0.4885732733593537,36.665404440878206,17,-46984.75651441133,4h,0.3597161412674184,,4.719201078017492,False,-0.2723336409812833,,0,1475820.921882198,5,236,15,False,1h_loose_engulf_v1p5_macd4h,0.75,1.5,0.0,0,2,3,-2.3982374781302056,3,no_trigger,,,,False,,False,15,1,9,5,0,10,-540620.5137413186,275566.1726992668,816186.6864405854,-36041.367582754574,C_overtrigger_or_winner_damage,REJECT
1786.334745762712,False,0.0442187827128379,-452.09745762711873,-385.1406998982152,0,-0.0008082469938267,-2.4283278318942987,-0.0853835824139209,loose,2.0,-35698.0686171815,1342762.582651894,1378460.6512690757,11,-0.4885732733593534,37.70963700222842,17,-50032.07651471855,4h,0.3523739786740485,,3.868835560043443,False,-0.0454355320571123,,0,1108577.3990957623,3,236,11,False,1h_loose_engulf_v2p0_macd4h,0.75,1.5,0.0,0,2,3,-2.3982374781302056,3,no_trigger,,,,False,,False,11,1,6,4,0,7,-685747.347143714,110442.09069499194,796189.437838706,-62340.667922155815,C_overtrigger_or_winner_damage,REJECT
2002.5593220338983,False,-0.0833280790799477,-235.87288135593235,-152.43660985856962,0,0.0092977428941598,0.7473612747953968,0.093064168084904,,1.5,-592.6942429088522,1109091.1057697805,1109683.8000126895,8,-0.5537722819250257,270.413727041874,17,-218520.25874297397,2h,0.362479968562035,,7.044524666733139,False,0.1330122184417126,,0,977225.206470054,2,236,8,True,2h_wick_r60_v1p5_macd2h,0.6,1.5,0.0,0,2,2,-1.0337545410353184,4,no_trigger,,,,False,,False,8,1,5,2,0,6,97139.00658630667,144915.6151416678,47776.60855536114,12142.375823288334,D_low_signal_or_neutral,REJECT_OR_IGNORE
2043.3813559322036,False,-0.0833280790799477,-195.05084745762724,-188.68286904579415,0,0.0031423454682927,0.2968047372293521,0.0,,1.5,-592.6942429088522,770773.8718728367,771366.5661157456,6,-0.5537722819250257,234.16746785464943,17,-195728.24094341477,2h,0.356324571136168,,6.593968129167094,False,0.0399480503568085,,0,687933.1530731542,1,236,6,True,2h_wick_r60_v2p0_macd2h,0.6,2.0,0.0,0,3,2,-1.0337545410353184,3,no_trigger,,,,False,,False,6,1,3,2,0,4,350.600298573554,48127.208853934695,47776.60855536114,58.43338309559234,D_low_signal_or_neutral,REJECT_OR_IGNORE
2101.983050847457,False,-2.171895950509738e-16,-136.4491525423732,-177.29340308763582,0,0.0036076647544792,0.0744315288665982,0.0,,1.5,0.0,221689.81494440263,221689.81494440263,4,-0.5111768933334907,245.55693381280776,17,-208011.00192012324,,0.3567898904223545,,6.37159492080434,False,0.0399480503568085,4h,144,131352.1926257087,1,236,4,True,2h_wick_r75_v1p5_then_macd4h_12h,0.75,1.5,0.0,0,4,2,-1.1115492097311592,2,no_trigger,,,,False,,False,4,0,2,2,0,2,-16885.60262070426,39435.430162228964,56321.032782933224,-4221.400655176065,D_low_signal_or_neutral,REJECT_OR_IGNORE
2225.4110169491523,False,0.0,-13.02118644067832,88.69484313475368,0,0.0051513256612892,0.0610106436322626,0.0,,1.5,0.0,277387.2455895847,277387.2455895847,3,-0.5111768933334906,511.5451800351973,17,-423982.5379052884,4h,0.3583335513291645,,6.358174035570005,False,0.0399480503568085,,0,275268.22766842233,2,236,3,True,2h_wick_r60_v1p5_macd4h,0.6,1.5,0.0,0,5,0,0.0,3,no_trigger,,,,False,,False,3,0,3,0,0,3,89787.08591036404,89787.08591036404,0.0,29929.028636788014,D_low_signal_or_neutral,REJECT_OR_IGNORE
2225.4110169491523,False,0.0,-13.02118644067832,88.69484313475368,0,0.0051513256612892,0.0610106436322626,0.0,,1.5,0.0,277387.2455895847,277387.2455895847,3,-0.5111768933334906,511.5451800351973,17,-423982.5379052884,4h,0.3583335513291645,,6.358174035570005,False,0.0399480503568085,,0,275268.22766842233,2,236,3,True,2h_wick_r60_v2p0_macd4h,0.6,2.0,0.0,0,5,0,0.0,3,no_trigger,,,,False,,False,3,0,3,0,0,3,89787.08591036404,89787.08591036404,0.0,29929.028636788014,D_low_signal_or_neutral,REJECT_OR_IGNORE
2077.542372881356,False,0.0,-160.88983050847492,88.08690815526711,0,0.0107305248289897,0.0288006780330523,0.0,,1.5,0.0,399707.2561680425,399707.2561680425,7,-0.5111768933334906,510.9372450557107,17,-421280.12009274086,,0.363912750496865,,6.325964069970794,False,0.0399480503568085,4h,288,307884.85576939007,2,236,7,True,2h_wick_r85_v1p5_then_macd4h_24h,0.85,1.5,0.0,0,3,3,-0.2590847761630819,2,no_trigger,,,,False,,False,7,0,5,2,0,5,179605.01224361532,196973.9847098892,17368.97246627385,25657.858891945045,D_low_signal_or_neutral,REJECT_OR_IGNORE
2129.398305084746,False,4.343791901019476e-16,-109.03389830508468,100.13839593808824,0,0.0098346566118973,0.0,0.0,,1.5,0.0,347989.6336861987,347989.6336861987,5,-0.5111768933334904,522.9887328385319,17,-431563.4709972272,,0.3630168822797726,,6.297163391937742,False,0.0399480503568085,4h,288,307884.85576939007,2,236,5,True,2h_wick_r85_v2p0_then_macd4h_24h,0.85,2.0,0.0,0,4,2,-0.2590847761630819,2,no_trigger,,,,False,,False,5,0,3,2,0,3,171519.1679890874,188888.14045536125,17368.97246627385,34303.83359781748,D_low_signal_or_neutral,REJECT_OR_IGNORE
