baseline_max_dd,baseline_oos_return,baseline_rolling12_min,decision,live_action,one_shot_refinement_allowed,v1_avg_size,v1_dd_improve_vs_baseline,v1_max_dd,v1_median_size,v1_oos_return,v1_rolling12_min,v1_top20_damage,v1_worst20_improve,vol_ref_mode,vol_ref_ratio_train_over_full
-0.5111768933334904,6.297163391937761,-0.23478767887578278,OBSERVE_STABILITY_SCHEME_ROLLING12_POSITIVE,no_change,False,0.9213450459375732,0.13688888700705204,-0.44120245734134633,1.0,6.3877430058964935,0.000123531383375175,0.09982997204525264,0.13238341340472956,train_only_entry_median,1.0899037867175672
