avg_bars_held,daily_context,dd_improve_rel,delta_avg_bars_held,delta_full,delta_giveback_to_loss_6_count,delta_mfe_capture_avg,delta_oos,delta_roll12,engulf_style,engulf_volume_ratio,exited_base_loser_pnl,exited_base_pnl,exited_base_winner_pnl,exits,full_dd,full_return,giveback_to_loss_6_count,giveback_to_loss_6_pnl,macd_tf,mfe_capture_avg,oi_threshold,oos_return,pass_gate,rolling12_min,sequence_macd_tf,sequence_window_bars,top20_winner_exited_pnl,top20_winner_exits,trades,unique_base_trades_exited,use_2h_wick,variant,wick_shadow_ratio,wick_volume_ratio,worst20_loser_exited_pnl,worst20_loser_exits,year_flat,year_losses,year_min_delta,year_wins
1590.7711864406779,False,-0.02001249304404993,-647.6610169491528,-366.63209716039177,-1,0.02873757844834507,1.3513180909831508,-0.25373864296226367,,1.5,-10717.2270847362,1855114.5751195748,1865831.8022043107,24,-0.5214068173556061,56.21823974005184,16,-45601.93880018628,,0.38191980411622034,,7.648481482920893,False,-0.21379059260545508,,0,1508437.5499831657,5,236,24,True,2h_wick_r85_v2p0,0.85,2.0,0.0,0,0,5,-1.9480865252110595,3
1882.3050847457628,False,-0.046579507226320614,-356.1271186440679,-281.3438010454647,0,0.012320410682089888,1.4320020121920205,-0.18431865340750564,,1.5,-10664.777364131529,1706729.4672231907,1717394.2445873222,17,-0.534987261130446,141.50653585497892,17,-108254.19134921732,,0.36550263634996516,0.0,7.729165404129763,False,-0.14437060305069704,,0,1392825.0056213364,5,236,17,True,2h_wick_r85_v1p5_oi0,0.85,1.5,0.0,0,1,3,-1.860765670026985,4
1542.9364406779662,False,-0.05743160604819128,-695.4957627118645,-359.3222910015857,-1,0.05764689863775074,-0.48146089752118737,-0.23070953640031722,,1.5,-126258.7503953735,3800363.9445126234,3926622.6949079963,42,-0.5405346032923579,63.5280458988579,16,-60220.77798565636,,0.410829124305626,0.0,5.815702494416555,False,-0.19076148604350862,,0,3011097.056993151,11,236,42,True,2h_wick_r75_v1p5_oi0,0.75,1.5,0.0,0,1,5,-1.8496969508744043,2
1605.584745762712,False,-0.05743160604819128,-632.8474576271187,-362.3444493725803,-1,0.04443223492863618,-0.7014872954903915,-0.14490826504165788,,1.5,-126258.7503953735,3311666.037193615,3437924.787588989,35,-0.5405346032923579,60.505887527863294,16,-59787.53772859189,,0.39761446059651145,0.0,5.595676096447351,False,-0.10496021468484928,,0,2759466.0785685447,9,236,35,True,2h_wick_r75_v2p0_oi0,0.75,2.0,0.0,0,1,5,-1.7334172426541685,2
1549.7838983050847,False,-0.05743160604819128,-688.648305084746,-369.5291573236754,-1,0.058593694721913336,-0.754942803782729,-0.23070953640031722,,1.5,-86520.90067882778,3673434.679703807,3759955.5803826354,36,-0.5405346032923579,53.32117957676819,16,-53526.36669395279,,0.4117759203897886,-0.005,5.542220588155013,False,-0.19076148604350862,,0,2903382.1136112586,10,236,36,True,2h_wick_r75_v1p5_oiN0p5,0.75,1.5,0.0,0,1,5,-1.8496969508744043,2
1609.6864406779662,False,-0.05743160604819128,-628.7457627118645,-371.08337843749933,-1,0.04443223492863607,-0.8451008016603447,-0.14490826504165788,,1.5,-86520.90067882778,3343254.366772492,3429775.2674513203,31,-0.5405346032923579,51.76695846294427,16,-53176.69223927169,,0.39761446059651134,-0.005,5.452062590277397,False,-0.10496021468484928,,0,2759466.0785685447,9,236,31,True,2h_wick_r75_v2p0_oiN0p5,0.75,2.0,0.0,0,1,5,-1.7334172426541685,2
1741.6313559322034,False,-0.0674454855053737,-496.80084745762724,-326.15074688919805,-2,0.027288564478805732,0.029633248723615502,-0.25125519949501063,loose,2.0,-70030.67243936483,2511979.8498101328,2582010.522249497,23,-0.5456534670834965,96.69959001124558,15,-83077.4976666973,2h,0.380470790146681,,6.326796640661358,False,-0.21130714913820203,,0,2322296.0126631767,7,236,23,False,1h_loose_engulf_v2p0_macd2h,0.75,1.5,0.0,0,0,5,-1.7816100043077552,3
1236.6398305084747,False,-0.07320658692511896,-1001.792372881356,-398.5904366296483,-3,0.07150262130419921,0.229145325421249,-0.16386133657044755,,1.5,-290813.30554622936,3992614.4575078525,4283427.76305408,51,-0.548598409009421,24.25990027079529,14,-20244.62666383534,,0.4246848469720745,,6.526308717358991,False,-0.12391328621363895,,0,3446797.9334817557,10,236,51,True,2h_wick_r75_v2p0,0.75,2.0,-132394.75720662205,1,0,7,-2.296590949333971,1
1144.822033898305,False,-0.07320658692511961,-1093.6101694915255,-398.60262414555433,-3,0.08966960154965492,0.413198220529563,-0.20361729055442956,,1.5,-295314.93218257546,4669428.719000593,4964743.6511831675,65,-0.5485984090094214,24.24771275488927,14,-19509.570900104904,,0.4428518272175302,,6.710361612467305,False,-0.16366924019762097,,0,3698428.911906362,12,236,65,True,2h_wick_r75_v1p5,0.75,1.5,-132394.75720662205,1,0,6,-2.296590949333971,2
2002.5593220338983,False,-0.08332807907994773,-235.87288135593235,-152.43660985856962,0,0.0092977428941598,0.7473612747953968,0.09306416808490403,,1.5,-592.6942429088522,1109091.1057697805,1109683.8000126895,8,-0.5537722819250257,270.413727041874,17,-218520.25874297394,2h,0.36247996856203507,,7.044524666733139,False,0.13301221844171263,,0,977225.2064700539,2,236,8,True,2h_wick_r60_v1p5_macd2h,0.6,1.5,0.0,0,2,2,-1.0337545410353184,4
2043.3813559322034,False,-0.08332807907994773,-195.05084745762724,-188.68286904579418,0,0.0031423454682927843,0.2968047372293521,0.0,,1.5,-592.6942429088522,770773.8718728367,771366.5661157456,6,-0.5537722819250257,234.16746785464943,17,-195728.24094341474,2h,0.35632457113616806,,6.593968129167094,False,0.039948050356808595,,0,687933.1530731542,1,236,6,True,2h_wick_r60_v2p0_macd2h,0.6,2.0,0.0,0,3,2,-1.0337545410353184,3
1507.9703389830509,False,-0.08979476144954794,-730.4618644067798,-382.5215093804037,-1,0.032145134252302754,1.6538071380886734,-0.24351862673886382,,1.5,-10761.342604880008,2116094.228058019,2126855.570662899,30,-0.5570779005288924,40.3288275200399,16,-32450.53893795129,,0.385327359920178,,7.9509705300264155,False,-0.20357057638205522,,0,1616152.4933650582,6,236,30,True,2h_wick_r85_v1p5,0.85,1.5,0.0,0,0,5,-2.2285315231161658,3
1976.3559322033898,False,-0.09790790673404344,-262.07627118644086,-154.86785908021392,0,0.011358041039994993,0.22376978279680593,-0.007060903971417565,,1.5,0.0,1186379.68050088,1186379.68050088,10,-0.5612251529305841,267.9824778202297,17,-218444.86778826764,,0.36454026670787026,-0.005,6.520933174734548,False,0.03288714638539103,,0,995818.0088425442,3,236,10,True,2h_wick_r85_v2p0_oiN0p5,0.85,2.0,0.0,0,3,2,-1.568766407643319,3
1941.8771186440679,False,-0.10372707872401554,-296.55508474576277,-170.69689546977293,0,0.012513210942515285,1.1718632822898662,-0.18431865340750564,,1.5,-10664.777364131529,1512280.7570230062,1522945.5343871377,14,-0.5641997791901913,252.15344143067068,17,-192475.3343889143,,0.36569543661039056,0.0,7.469026674227608,False,-0.14437060305069704,,0,1285110.0622394439,4,236,14,True,2h_wick_r85_v2p0_oi0,0.85,2.0,0.0,0,2,2,-1.568766407643319,4
679.2838983050848,False,-0.14588263469232216,-1559.148305084746,-417.02931020543963,-14,0.2474372160315087,-3.2224913636686745,-0.38330319876253827,strict,1.5,-559545.1199282123,5875063.456302753,6434608.576230966,126,-0.5857487253268163,5.821026695003983,3,-663.6326012238878,,0.600619441699384,,3.0746720282690676,False,-0.34335514840572967,,0,4512999.143081311,18,236,126,False,1h_strict_engulf_v1p5,0.75,1.5,-202812.01658995834,3,0,7,-2.446571432794027,1
794.4703389830509,False,-0.1708018810655221,-1443.9618644067798,-413.7384104235416,-11,0.24571360667717645,-2.6147539074997646,-0.3808771592513681,,1.5,-706201.7093872554,5795535.535468877,6501737.244856131,110,-0.5984868682720805,9.111926476902003,6,-1752.9475963321838,,0.5988958323450517,,3.6824094844379776,False,-0.3409291088945595,,0,4800862.772457157,19,236,110,True,2h_wick_r60_v2p0,0.6,2.0,-335206.7737965804,4,0,8,-2.070769238940549,0
730.6271186440678,False,-0.18190630059012483,-1507.805084745763,-417.7919400357641,-12,0.2527153496608413,-3.5927254957527444,-0.39019466034385,,1.5,-753669.6286940693,6173450.313988625,6927119.942682692,125,-0.6041631909469387,5.058396864679502,5,-1112.9965292273537,,0.6058975753287166,,2.7044378961849977,False,-0.3502466099870414,,0,4939240.1942036785,20,236,125,True,2h_wick_r60_v1p5,0.6,1.5,-335206.7737965804,4,0,8,-2.1219234500477335,0
1176.8305084745762,False,-0.2126412057610118,-1061.6016949152545,-401.3977333308643,-6,0.10680362634286822,-0.06226412362673894,-0.398980674242863,strict,2.0,-376107.5314727041,3614694.1362941302,3990801.6677668337,68,-0.6198741642890921,21.4526035695793,11,-11460.169715323957,,0.4599858520107435,0.0,6.234899268311003,False,-0.3590326238860544,,0,2654832.827742976,12,236,68,False,1h_strict_engulf_v2p0_oi0,0.75,1.5,-161853.69824588066,2,1,6,-2.2787254460341444,1
1249.665254237288,False,-0.2126412057610118,-988.7669491525426,-396.9922986495418,-6,0.10323812889797745,-0.17682306471979814,-0.398980674242863,strict,2.0,-324430.11667969654,3429011.1033381736,3753441.2200178704,58,-0.6198741642890921,25.858038250901814,11,-12383.10142759402,,0.4564203545658527,-0.005,6.120340327217944,False,-0.3590326238860544,,0,2547117.8843610836,11,236,58,False,1h_strict_engulf_v2p0_oiN0p5,0.75,1.5,-161853.69824588066,2,1,6,-2.2787254460341444,1
787.4449152542373,False,-0.2176217911930568,-1450.9872881355932,-409.7666286357672,-12,0.21619719483954225,0.02832770666298412,-0.44693341242442974,strict,2.0,-522342.641758963,5300765.007222569,5823107.648981532,104,-0.6224201244772269,13.083708264676435,5,-909.2028114542936,,0.5693794205074175,,6.325491098600726,False,-0.40698536206762115,,0,4246074.041364986,16,236,104,False,1h_strict_engulf_v2p0,0.75,1.5,-202812.01658995834,3,0,7,-2.2304105862382695,1
468.4491525423729,False,-0.22011212334633468,-1769.983050847458,-421.56890906830137,-17,0.3138183397632833,-4.631400604618376,-0.4714475912166912,loose,1.5,-1190231.5874199448,5841936.875095306,7032168.462515253,162,-0.623693124730708,1.2814278321422208,0,0.0,,0.6670005654311586,,1.6657627873193661,False,-0.4314995408598826,,0,4939240.1942036785,20,236,162,False,1h_loose_engulf_v1p5,0.75,1.5,-666951.9921021984,7,0,8,-2.488551309601365,0
1075.0677966101696,False,-0.295837168649735,-1163.364406779661,-407.45951073306423,-9,0.1382468993160323,-3.0900935577505573,-0.4683030207654182,strict,1.5,-464179.9344660224,4854669.250463003,5318849.184929024,90,-0.6624020181364381,15.390826167379377,8,-9027.622482569155,,0.49142912498390756,0.0,3.207069834187185,False,-0.4283549704086096,,0,3609089.7843725113,15,236,90,False,1h_strict_engulf_v1p5_oi0,0.75,1.5,-202812.01658995834,3,1,6,-2.2787254460341444,1
1158.2711864406779,False,-0.295837168649735,-1080.1610169491528,-409.4389148513502,-9,0.12175312744526279,-3.153705347346616,-0.4683030207654182,strict,1.5,-401837.74230888335,4550911.880124483,4952749.622433368,77,-0.6624020181364381,13.411422049093394,8,-8524.4374201439,,0.47493535311313806,-0.005,3.143458044591126,False,-0.4283549704086096,,0,3501374.840990619,14,236,77,False,1h_strict_engulf_v1p5_oiN0p5,0.75,1.5,-202812.01658995834,3,1,7,-2.2787254460341444,0
844.8983050847457,False,-0.2968937198997196,-1393.533898305085,-417.88602512683866,-14,0.2082419819636585,-4.80789777582401,-0.48074399829079406,loose,1.5,-757439.9179385877,6191081.0975011,6948521.015439689,130,-0.6629421027220528,4.964311773604946,3,-4423.197569477403,,0.5614242076315338,0.0,1.4892656161137316,False,-0.44079594793398547,,0,4939240.1942036785,20,236,130,False,1h_loose_engulf_v1p5_oi0,0.75,1.5,-330252.84313500265,5,1,7,-2.2427414083625083,0
916.7161016949152,False,-0.30127015206442104,-1321.7161016949153,-418.5599855890231,-12,0.19129303293718958,-5.286921315671989,-0.48074399829079406,loose,1.5,-526711.6859223514,6312041.096263386,6838752.782185739,114,-0.6651792337198896,4.290351311420533,5,-5752.128339250072,,0.5444752586050648,-0.005,1.0102420762657527,False,-0.44079594793398547,,0,4939240.1942036785,20,236,114,False,1h_loose_engulf_v1p5_oiN0p5,0.75,1.5,-202812.01658995834,3,1,7,-2.2427414083625083,0
557.9449152542373,False,-0.36844423036310403,-1680.4872881355932,-418.2679026602726,-14,0.2624688502482172,-3.3069252495382107,-0.5320909170939626,loose,2.0,-1087450.5524324568,5657656.47562663,6745107.028059089,144,-0.699517070377151,4.582434240170968,3,-165.7681109146788,,0.6156510759160925,,2.9902381423995315,False,-0.492142866737154,,0,4719136.148079099,19,236,144,False,1h_loose_engulf_v2p0,0.75,1.5,-619214.3700434203,6,0,8,-2.446491577273661,0
935.6567796610169,False,-0.3820211235638589,-1302.7754237288136,-412.1293380746323,-11,0.1832987717604746,-3.604052734455663,-0.5172826229536868,loose,2.0,-587609.6829037735,6045969.809554409,6633579.492458185,110,-0.7064572644646335,10.720998825811295,6,-4932.280602024455,,0.5364809974283499,0.0,2.693110657482079,False,-0.47733457259687817,,0,4719136.148079099,19,236,110,False,1h_loose_engulf_v2p0_oi0,0.75,1.5,-202812.01658995834,3,1,7,-2.2427414083625083,0
1006.9152542372881,False,-0.38415068041652156,-1231.5169491525426,-414.177068982749,-9,0.1539238121752169,-4.029315424581709,-0.5192208867768078,loose,2.0,-484322.27743258147,5899506.572280681,6383828.849713264,95,-0.7075458447207547,8.673267917694627,8,-6916.129169282445,,0.5071060378430922,-0.005,2.2678479673560332,False,-0.4792728364199992,,0,4611421.204697207,18,236,95,False,1h_loose_engulf_v2p0_oiN0p5,0.75,1.5,-202812.01658995834,3,1,7,-2.2427414083625083,0
