avg_bars_held,daily_context,dd_improve_rel,delta_avg_bars_held,delta_full,delta_giveback_to_loss_6_count,delta_mfe_capture_avg,delta_oos,delta_roll12,engulf_style,engulf_volume_ratio,exited_base_loser_pnl,exited_base_pnl,exited_base_winner_pnl,exits,full_dd,full_return,giveback_to_loss_6_count,giveback_to_loss_6_pnl,macd_tf,mfe_capture_avg,oi_threshold,oos_return,pass_gate,rolling12_min,sequence_macd_tf,sequence_window_bars,top20_winner_exited_pnl,top20_winner_exits,trades,unique_base_trades_exited,use_2h_wick,variant,wick_shadow_ratio,wick_volume_ratio,worst20_loser_exited_pnl,worst20_loser_exits,year_flat,year_losses,year_min_delta,year_wins
2238.4322033898306,True,0.0,0.0,0.0,0,0.0,0.0,0.0,strict,2.0,0.0,0.0,0.0,0,-0.5111768933334906,422.8503369004436,17,-357328.6943874144,4h,0.35318222566787527,-0.005,6.297163391937742,False,0.039948050356808595,,0,0.0,0,236,0,False,1h_strict_engulf_v2p0_oiN05_macd4h_daily,0.75,1.5,0.0,0,8,0,0.0,0
2238.4322033898306,True,0.0,0.0,0.0,0,0.0,0.0,0.0,loose,1.5,0.0,0.0,0.0,0,-0.5111768933334906,422.8503369004436,17,-357328.6943874144,2h,0.35318222566787527,-0.005,6.297163391937742,False,0.039948050356808595,,0,0.0,0,236,0,False,1h_loose_engulf_v1p5_oiN05_macd2h_daily,0.75,1.5,0.0,0,8,0,0.0,0
2238.4322033898306,True,0.0,0.0,0.0,0,0.0,0.0,0.0,loose,1.5,0.0,0.0,0.0,0,-0.5111768933334906,422.8503369004436,17,-357328.6943874144,4h,0.35318222566787527,-0.005,6.297163391937742,False,0.039948050356808595,,0,0.0,0,236,0,False,1h_loose_engulf_v1p5_oiN05_macd4h_daily,0.75,1.5,0.0,0,8,0,0.0,0
2238.4322033898306,True,0.0,0.0,0.0,0,0.0,0.0,0.0,loose,2.0,0.0,0.0,0.0,0,-0.5111768933334906,422.8503369004436,17,-357328.6943874144,2h,0.35318222566787527,-0.005,6.297163391937742,False,0.039948050356808595,,0,0.0,0,236,0,False,1h_loose_engulf_v2p0_oiN05_macd2h_daily,0.75,1.5,0.0,0,8,0,0.0,0
2238.4322033898306,True,0.0,0.0,0.0,0,0.0,0.0,0.0,loose,2.0,0.0,0.0,0.0,0,-0.5111768933334906,422.8503369004436,17,-357328.6943874144,4h,0.35318222566787527,-0.005,6.297163391937742,False,0.039948050356808595,,0,0.0,0,236,0,False,1h_loose_engulf_v2p0_oiN05_macd4h_daily,0.75,1.5,0.0,0,8,0,0.0,0
2101.9830508474574,False,-2.171895950509738e-16,-136.4491525423732,-177.29340308763582,0,0.0036076647544792673,0.0744315288665982,0.0,,1.5,0.0,221689.81494440266,221689.81494440266,4,-0.5111768933334907,245.55693381280778,17,-208011.00192012324,,0.35678989042235454,,6.37159492080434,False,0.039948050356808595,4h,144,131352.1926257087,1,236,4,True,2h_wick_r75_v1p5_then_macd4h_12h,0.75,1.5,0.0,0,4,2,-1.1115492097311592,2
1890.9872881355932,False,-0.0056344855729194435,-347.44491525423746,-301.2167018974288,0,0.009558255591887388,0.9901441212963622,-0.10651826841496648,,1.5,-10708.892884275338,1347350.2634722,1358059.156356475,12,-0.5140571121641879,121.63363500301482,17,-96720.94936777272,,0.36274048125976266,,7.287307513234104,False,-0.06657021805815788,2h,144,1108577.3990957625,3,236,12,True,2h_wick_r85_v1p5_then_macd2h_12h,0.85,1.5,0.0,0,0,4,-1.5573530436449488,4
1714.7881355932204,False,-0.005634485572920313,-523.6440677966102,-305.19989799884013,-1,0.0177573512966287,1.4558625696772598,-0.10651826841496648,,1.5,-10717.2270847362,1691249.3867609343,1701966.6138456706,18,-0.5140571121641884,117.65043890160345,16,-93047.04445459557,,0.37093957696450397,,7.753025961615002,False,-0.06657021805815788,2h,288,1508437.5499831657,5,236,18,True,2h_wick_r85_v2p0_then_macd2h_24h,0.85,2.0,0.0,0,0,6,-1.2706950222182734,2
1713.9449152542372,False,-0.0056344855729205294,-524.4872881355934,-300.6566014236347,-1,0.0216772998502634,1.6755775210974555,-0.10651826841496648,,1.5,-10761.342604880008,1877588.418630547,1888349.761235427,21,-0.5140571121641885,122.19373547680893,16,-94244.26822947925,,0.37485952551813867,,7.972740913035198,False,-0.06657021805815788,2h,288,1616152.4933650582,6,236,21,True,2h_wick_r85_v1p5_then_macd2h_24h,0.85,1.5,0.0,0,0,6,-1.2706950222182734,2
1891.6737288135594,False,-0.005634485572920964,-346.7584745762713,-303.4748853935806,0,0.008611636853471438,0.9422092636856458,-0.10651826841496648,,1.5,-10664.777364131529,1268726.1749844796,1279390.952348611,10,-0.5140571121641887,119.37545150686302,17,-95492.92958222865,,0.3617938625213467,,7.239372655623388,False,-0.06657021805815788,2h,144,1108577.3990957625,3,236,10,True,2h_wick_r85_v2p0_then_macd2h_12h,0.85,2.0,0.0,0,1,4,-1.5573530436449488,3
